Material,Month,Total stck,Total stck_2_,Tot. usage,Tot. usage_2_
32686,9.2021,0,PC,0,PC
32686,10.2021,0,PC,0,PC
32686,11.2021,0,PC,0,PC
32686,12.2021,0,PC,0,PC
32686,1.2022,0,PC,0,PC
32686,2.2022,0,PC,0,PC
32686,3.2022,0,PC,0,PC
32686,4.2022,0,PC,0,PC
32686,5.2022,0,PC,0,PC
32686,6.2022,0,PC,0,PC
32686,7.2022,0,PC,0,PC
32686,8.2022,0,PC,0,PC
32686,9.2022,0,PC,0,PC
32686,10.2022,0,PC,0,PC
32686,11.2022,0,PC,0,PC
32686,12.2022,0,PC,0,PC
32686,1.2023,0,PC,0,PC
32686,2.2023,0,PC,0,PC
32686,3.2023,0,PC,0,PC
32686,4.2023,0,PC,0,PC
32686,5.2023,0,PC,0,PC
32686,6.2023,0,PC,0,PC
32686,7.2023,0,PC,0,PC
32686,8.2023,0,PC,0,PC
32686,9.2023,0,PC,0,PC
32686,10.2023,0,PC,0,PC
32694,1.2021,0,PC,0,PC
32694,2.2021,0,PC,0,PC
32694,3.2021,0,PC,0,PC
32694,4.2021,0,PC,0,PC
32694,5.2021,0,PC,0,PC
32694,6.2021,0,PC,0,PC
32694,7.2021,0,PC,0,PC
32694,8.2021,0,PC,0,PC
32694,9.2021,0,PC,0,PC
32694,10.2021,0,PC,0,PC
32694,11.2021,0,PC,0,PC
32694,12.2021,0,PC,0,PC
32694,1.2022,0,PC,0,PC
32694,2.2022,0,PC,0,PC
32694,3.2022,0,PC,0,PC
32694,4.2022,0,PC,0,PC
32694,5.2022,0,PC,0,PC
32694,6.2022,0,PC,0,PC
32694,7.2022,0,PC,0,PC
32694,8.2022,0,PC,0,PC
32694,9.2022,0,PC,0,PC
32694,10.2022,0,PC,0,PC
32694,11.2022,0,PC,0,PC
32694,12.2022,0,PC,0,PC
32694,1.2023,0,PC,0,PC
32694,2.2023,0,PC,0,PC
32694,3.2023,0,PC,0,PC
32694,4.2023,0,PC,0,PC
32694,5.2023,0,PC,0,PC
32694,6.2023,0,PC,0,PC
32694,7.2023,0,PC,0,PC
32694,8.2023,0,PC,0,PC
32694,9.2023,0,PC,0,PC
32694,10.2023,0,PC,0,PC
32701,1.2021,0,PC,0,PC
32701,2.2021,0,PC,0,PC
32701,3.2021,0,PC,0,PC
32701,4.2021,0,PC,0,PC
32701,5.2021,0,PC,0,PC
32701,6.2021,0,PC,0,PC
32701,7.2021,0,PC,0,PC
32701,8.2021,0,PC,0,PC
32701,9.2021,0,PC,0,PC
32701,10.2021,0,PC,0,PC
32701,11.2021,0,PC,0,PC
32701,12.2021,0,PC,0,PC
32701,1.2022,0,PC,0,PC
32701,2.2022,0,PC,0,PC
32701,3.2022,0,PC,0,PC
32701,4.2022,0,PC,0,PC
32701,5.2022,0,PC,0,PC
32701,6.2022,0,PC,0,PC
32701,7.2022,0,PC,0,PC
32701,8.2022,0,PC,0,PC
32701,9.2022,0,PC,0,PC
32701,10.2022,0,PC,0,PC
32701,11.2022,0,PC,0,PC
32701,12.2022,0,PC,0,PC
32701,1.2023,0,PC,0,PC
32701,2.2023,0,PC,0,PC
32701,3.2023,0,PC,0,PC
32701,4.2023,0,PC,0,PC
32701,5.2023,0,PC,0,PC
32701,6.2023,0,PC,0,PC
32701,7.2023,0,PC,0,PC
32701,8.2023,0,PC,0,PC
32701,9.2023,0,PC,0,PC
32701,10.2023,0,PC,0,PC
32718,1.2021,1,PC,0,PC
32718,2.2021,1,PC,0,PC
32718,3.2021,1,PC,0,PC
32718,4.2021,1,PC,0,PC
32718,5.2021,1,PC,0,PC
32718,6.2021,1,PC,0,PC
32718,7.2021,1,PC,0,PC
32718,8.2021,1,PC,0,PC
32718,9.2021,1,PC,0,PC
32718,10.2021,1,PC,0,PC
32718,11.2021,1,PC,0,PC
32718,12.2021,1,PC,0,PC
32718,1.2022,1,PC,0,PC
32718,2.2022,1,PC,0,PC
32718,3.2022,1,PC,0,PC
32718,4.2022,1,PC,0,PC
32718,5.2022,1,PC,0,PC
32718,6.2022,1,PC,0,PC
32718,7.2022,1,PC,0,PC
32718,8.2022,1,PC,0,PC
32718,9.2022,0,PC,1,PC
32718,10.2022,0,PC,0,PC
32718,11.2022,0,PC,0,PC
32718,12.2022,0,PC,0,PC
32718,1.2023,0,PC,0,PC
32718,2.2023,0,PC,0,PC
32718,3.2023,0,PC,0,PC
32718,4.2023,0,PC,0,PC
32718,5.2023,0,PC,0,PC
32718,6.2023,0,PC,0,PC
32718,7.2023,0,PC,0,PC
32718,8.2023,0,PC,0,PC
32718,9.2023,0,PC,0,PC
32718,10.2023,0,PC,0,PC
32843,1.2021,259,PC,1102,PC
32843,2.2021,336,PC,523,PC
32843,3.2021,217,PC,697,PC
32843,4.2021,130,PC,726,PC
32843,5.2021,293,PC,936,PC
32843,6.2021,137,PC,960,PC
32843,7.2021,130,PC,897,PC
32843,8.2021,148,PC,892,PC
32843,9.2021,328,PC,819,PC
32843,10.2021,102,PC,1036,PC
32843,11.2021,175,PC,1096,PC
32843,12.2021,168,PC,965,PC
32843,1.2022,240,PC,948,PC
32843,2.2022,241,PC,849,PC
32843,3.2022,344,PC,737,PC
32843,4.2022,258,PC,764,PC
32843,5.2022,306,PC,385,PC
32843,6.2022,183,PC,283,PC
32843,7.2022,717,PC,755,PC
32843,8.2022,425,PC,992,PC
32843,9.2022,98,PC,1176,PC
32843,10.2022,140,PC,1527,PC
32843,11.2022,525,PC,1238,PC
32843,12.2022,162,PC,1466,PC
32843,1.2023,453,PC,1016,PC
32843,2.2023,536,PC,858,PC
32843,3.2023,144,PC,960,PC
32843,4.2023,556,PC,869,PC
32843,5.2023,605,PC,1001,PC
32843,6.2023,411,PC,1094,PC
32843,7.2023,676,PC,935,PC
32843,8.2023,609,PC,1067,PC
32843,9.2023,382,PC,1126,PC
32843,10.2023,298,PC,1183,PC
32851,1.2021,75,PC,326,PC
32851,2.2021,76,PC,139,PC
32851,3.2021,81,PC,245,PC
32851,4.2021,53,PC,218,PC
32851,5.2021,104,PC,213,PC
32851,6.2021,73,PC,231,PC
32851,7.2021,72,PC,241,PC
32851,8.2021,118,PC,248,PC
32851,9.2021,124,PC,220,PC
32851,10.2021,26,PC,228,PC
32851,11.2021,83,PC,343,PC
32851,12.2021,65,PC,318,PC
32851,1.2022,105,PC,280,PC
32851,2.2022,197,PC,173,PC
32851,3.2022,104,PC,173,PC
32851,4.2022,79,PC,235,PC
32851,5.2022,112,PC,106,PC
32851,6.2022,18,PC,94,PC
32851,7.2022,113,PC,215,PC
32851,8.2022,216,PC,297,PC
32851,9.2022,166,PC,290,PC
32851,10.2022,348,PC,308,PC
32851,11.2022,235,PC,323,PC
32851,12.2022,131,PC,419,PC
32851,1.2023,67,PC,350,PC
32851,2.2023,206,PC,269,PC
32851,3.2023,149,PC,317,PC
32851,4.2023,207,PC,282,PC
32851,5.2023,302,PC,234,PC
32851,6.2023,309,PC,243,PC
32851,7.2023,246,PC,323,PC
32851,8.2023,196,PC,290,PC
32851,9.2023,216,PC,259,PC
32851,10.2023,189,PC,297,PC
32904,1.2021,0,PC,0,PC
32904,2.2021,0,PC,0,PC
32904,3.2021,0,PC,0,PC
32904,4.2021,0,PC,0,PC
32904,5.2021,0,PC,0,PC
32904,6.2021,0,PC,0,PC
32904,7.2021,0,PC,0,PC
32904,8.2021,0,PC,0,PC
32904,9.2021,0,PC,0,PC
32904,10.2021,0,PC,0,PC
32904,11.2021,0,PC,0,PC
32904,12.2021,0,PC,0,PC
32904,1.2022,0,PC,0,PC
32904,2.2022,0,PC,0,PC
32904,3.2022,0,PC,0,PC
32904,4.2022,0,PC,0,PC
32904,5.2022,0,PC,0,PC
32904,6.2022,0,PC,0,PC
32904,7.2022,0,PC,0,PC
32904,8.2022,0,PC,0,PC
32904,9.2022,0,PC,0,PC
32904,10.2022,0,PC,0,PC
32904,11.2022,0,PC,0,PC
32904,12.2022,0,PC,0,PC
32904,1.2023,0,PC,0,PC
32904,2.2023,0,PC,0,PC
32904,3.2023,0,PC,0,PC
32904,4.2023,0,PC,0,PC
32904,5.2023,0,PC,0,PC
32904,6.2023,0,PC,0,PC
32904,7.2023,0,PC,0,PC
32904,8.2023,0,PC,0,PC
32904,9.2023,0,PC,0,PC
32904,10.2023,0,PC,0,PC
32912,1.2021,0,PC,0,PC
32912,2.2021,0,PC,0,PC
32912,3.2021,0,PC,0,PC
32912,4.2021,0,PC,0,PC
32912,5.2021,0,PC,0,PC
32912,6.2021,0,PC,0,PC
32912,7.2021,0,PC,0,PC
32912,8.2021,0,PC,0,PC
32912,9.2021,0,PC,0,PC
32912,10.2021,0,PC,0,PC
32912,11.2021,0,PC,0,PC
32912,12.2021,0,PC,0,PC
32912,1.2022,0,PC,0,PC
32912,2.2022,0,PC,0,PC
32912,3.2022,0,PC,0,PC
32912,4.2022,0,PC,0,PC
32912,5.2022,0,PC,0,PC
32912,6.2022,0,PC,0,PC
32912,7.2022,0,PC,0,PC
32912,8.2022,0,PC,0,PC
32912,9.2022,0,PC,0,PC
32912,10.2022,0,PC,0,PC
32912,11.2022,0,PC,0,PC
32912,12.2022,0,PC,0,PC
32912,1.2023,0,PC,0,PC
32912,2.2023,0,PC,0,PC
32912,3.2023,0,PC,0,PC
32912,4.2023,0,PC,0,PC
32912,5.2023,0,PC,0,PC
32912,6.2023,0,PC,0,PC
32912,7.2023,0,PC,0,PC
32912,8.2023,0,PC,0,PC
32912,9.2023,0,PC,0,PC
32912,10.2023,0,PC,0,PC
32929,1.2021,0,PC,0,PC
32929,2.2021,0,PC,0,PC
32929,3.2021,0,PC,0,PC
32929,4.2021,0,PC,0,PC
32929,5.2021,0,PC,0,PC
32929,6.2021,0,PC,0,PC
32929,7.2021,0,PC,0,PC
32929,8.2021,0,PC,0,PC
32929,9.2021,0,PC,0,PC
32929,10.2021,0,PC,0,PC
32929,11.2021,0,PC,0,PC
32929,12.2021,0,PC,0,PC
32929,1.2022,0,PC,0,PC
32929,2.2022,0,PC,0,PC
32929,3.2022,0,PC,0,PC
32929,4.2022,0,PC,0,PC
32929,5.2022,0,PC,0,PC
32929,6.2022,0,PC,0,PC
32929,7.2022,0,PC,0,PC
32929,8.2022,0,PC,0,PC
32929,9.2022,0,PC,0,PC
32929,10.2022,0,PC,0,PC
32929,11.2022,0,PC,0,PC
32929,12.2022,0,PC,0,PC
32929,1.2023,0,PC,0,PC
32929,2.2023,0,PC,0,PC
32929,3.2023,0,PC,0,PC
32929,4.2023,0,PC,0,PC
32929,5.2023,0,PC,0,PC
32929,6.2023,0,PC,0,PC
32929,7.2023,0,PC,0,PC
32929,8.2023,0,PC,0,PC
32929,9.2023,0,PC,0,PC
32929,10.2023,0,PC,0,PC
32937,1.2021,0,PC,0,PC
32937,2.2021,0,PC,0,PC
32937,3.2021,0,PC,0,PC
32937,4.2021,0,PC,0,PC
32937,5.2021,0,PC,0,PC
32937,6.2021,0,PC,0,PC
32937,7.2021,0,PC,0,PC
32937,8.2021,0,PC,0,PC
32937,9.2021,0,PC,0,PC
32937,10.2021,0,PC,0,PC
32937,11.2021,0,PC,0,PC
32937,12.2021,0,PC,0,PC
32937,1.2022,0,PC,0,PC
32937,2.2022,0,PC,0,PC
32937,3.2022,0,PC,0,PC
32937,4.2022,0,PC,0,PC
32937,5.2022,0,PC,0,PC
32937,6.2022,0,PC,0,PC
32937,7.2022,0,PC,0,PC
32937,8.2022,0,PC,0,PC
32937,9.2022,0,PC,0,PC
32937,10.2022,0,PC,0,PC
32937,11.2022,0,PC,0,PC
32937,12.2022,0,PC,0,PC
32937,1.2023,0,PC,0,PC
32937,2.2023,0,PC,0,PC
32937,3.2023,0,PC,0,PC
32937,4.2023,0,PC,0,PC
32937,5.2023,0,PC,0,PC
32937,6.2023,0,PC,0,PC
32937,7.2023,0,PC,0,PC
32937,8.2023,0,PC,0,PC
32937,9.2023,0,PC,0,PC
32937,10.2023,0,PC,0,PC
32945,1.2021,0,PC,0,PC
32945,2.2021,0,PC,0,PC
32945,3.2021,0,PC,0,PC
32945,4.2021,0,PC,0,PC
32945,5.2021,0,PC,0,PC
32945,6.2021,0,PC,0,PC
32945,7.2021,0,PC,0,PC
32945,8.2021,0,PC,0,PC
32945,9.2021,0,PC,0,PC
32945,10.2021,0,PC,0,PC
32945,11.2021,0,PC,0,PC
32945,12.2021,0,PC,0,PC
32945,1.2022,0,PC,0,PC
32945,2.2022,0,PC,0,PC
32945,3.2022,0,PC,0,PC
32945,4.2022,0,PC,0,PC
32945,5.2022,0,PC,0,PC
32945,6.2022,0,PC,0,PC
32945,7.2022,0,PC,0,PC
32945,8.2022,0,PC,0,PC
32945,9.2022,0,PC,0,PC
32945,10.2022,0,PC,0,PC
32945,11.2022,0,PC,0,PC
32945,12.2022,0,PC,0,PC
32945,1.2023,0,PC,0,PC
32945,2.2023,0,PC,0,PC
32945,3.2023,0,PC,0,PC
32945,4.2023,0,PC,0,PC
32945,5.2023,0,PC,0,PC
32945,6.2023,0,PC,0,PC
32945,7.2023,0,PC,0,PC
32945,8.2023,0,PC,0,PC
32945,9.2023,0,PC,0,PC
32945,10.2023,0,PC,0,PC
32953,1.2021,0,PC,0,PC
32953,2.2021,0,PC,0,PC
32953,3.2021,0,PC,0,PC
32953,4.2021,0,PC,0,PC
32953,5.2021,0,PC,0,PC
32953,6.2021,0,PC,0,PC
32953,7.2021,0,PC,0,PC
32953,8.2021,0,PC,0,PC
32953,9.2021,0,PC,0,PC
32953,10.2021,0,PC,0,PC
32953,11.2021,0,PC,0,PC
32953,12.2021,0,PC,0,PC
32953,1.2022,0,PC,0,PC
32953,2.2022,0,PC,0,PC
32953,3.2022,0,PC,0,PC
32953,4.2022,0,PC,0,PC
32953,5.2022,0,PC,0,PC
32953,6.2022,0,PC,0,PC
32953,7.2022,0,PC,0,PC
32953,8.2022,0,PC,0,PC
32953,9.2022,0,PC,0,PC
32953,10.2022,0,PC,0,PC
32953,11.2022,0,PC,0,PC
32953,12.2022,0,PC,0,PC
32953,1.2023,0,PC,0,PC
32953,2.2023,0,PC,0,PC
32953,3.2023,0,PC,0,PC
32953,4.2023,0,PC,0,PC
32953,5.2023,0,PC,0,PC
32953,6.2023,0,PC,0,PC
32953,7.2023,0,PC,0,PC
32953,8.2023,0,PC,0,PC
32953,9.2023,0,PC,0,PC
32953,10.2023,0,PC,0,PC
32961,1.2021,0,PC,0,PC
32961,2.2021,0,PC,0,PC
32961,3.2021,0,PC,0,PC
32961,4.2021,0,PC,0,PC
32961,5.2021,0,PC,0,PC
32961,6.2021,0,PC,0,PC
32961,7.2021,0,PC,0,PC
32961,8.2021,0,PC,0,PC
32961,9.2021,0,PC,0,PC
32961,10.2021,0,PC,0,PC
32961,11.2021,0,PC,0,PC
32961,12.2021,0,PC,0,PC
32961,1.2022,0,PC,0,PC
32961,2.2022,0,PC,0,PC
32961,3.2022,0,PC,0,PC
32961,4.2022,0,PC,0,PC
32961,5.2022,0,PC,0,PC
32961,6.2022,0,PC,0,PC
32961,7.2022,0,PC,0,PC
32961,8.2022,0,PC,0,PC
32961,9.2022,0,PC,0,PC
32961,10.2022,0,PC,0,PC
32961,11.2022,0,PC,0,PC
32961,12.2022,0,PC,0,PC
32961,1.2023,0,PC,0,PC
32961,2.2023,0,PC,0,PC
32961,3.2023,0,PC,0,PC
32961,4.2023,0,PC,0,PC
32961,5.2023,0,PC,0,PC
32961,6.2023,0,PC,0,PC
32961,7.2023,0,PC,0,PC
32961,8.2023,0,PC,0,PC
32961,9.2023,0,PC,0,PC
32961,10.2023,0,PC,0,PC
32978,1.2021,0,PC,0,PC
32978,2.2021,0,PC,0,PC
32978,3.2021,0,PC,0,PC
32978,4.2021,0,PC,0,PC
32978,5.2021,0,PC,0,PC
32978,6.2021,0,PC,0,PC
32978,7.2021,0,PC,0,PC
32978,8.2021,0,PC,0,PC
32978,9.2021,0,PC,0,PC
32978,10.2021,0,PC,0,PC
32978,11.2021,0,PC,0,PC
32978,12.2021,0,PC,0,PC
32978,1.2022,0,PC,0,PC
32978,2.2022,0,PC,0,PC
32978,3.2022,0,PC,0,PC
32978,4.2022,0,PC,0,PC
32978,5.2022,0,PC,0,PC
32978,6.2022,0,PC,0,PC
32978,7.2022,0,PC,0,PC
32978,8.2022,0,PC,0,PC
32978,9.2022,0,PC,0,PC
32978,10.2022,0,PC,0,PC
32978,11.2022,0,PC,0,PC
32978,12.2022,0,PC,0,PC
32978,1.2023,0,PC,0,PC
32978,2.2023,0,PC,0,PC
32978,3.2023,0,PC,0,PC
32978,4.2023,0,PC,0,PC
32978,5.2023,0,PC,0,PC
32978,6.2023,0,PC,0,PC
32978,7.2023,0,PC,0,PC
32978,8.2023,0,PC,0,PC
32978,9.2023,0,PC,0,PC
32978,10.2023,0,PC,0,PC
33074,1.2021,7,PC,0,PC
33074,2.2021,7,PC,0,PC
33074,3.2021,5,PC,2,PC
33074,4.2021,5,PC,0,PC
33074,5.2021,5,PC,0,PC
33074,6.2021,5,PC,0,PC
33074,7.2021,4,PC,1,PC
33074,8.2021,4,PC,0,PC
33074,9.2021,3,PC,1,PC
33074,10.2021,3,PC,0,PC
33074,11.2021,3,PC,0,PC
33074,12.2021,3,PC,0,PC
33074,1.2022,3,PC,0,PC
33074,2.2022,2,PC,1,PC
33074,3.2022,2,PC,0,PC
33074,4.2022,2,PC,0,PC
33074,5.2022,2,PC,0,PC
33074,6.2022,2,PC,0,PC
33074,7.2022,2,PC,0,PC
33074,8.2022,2,PC,0,PC
33074,9.2022,1,PC,1,PC
33074,10.2022,1,PC,0,PC
33074,11.2022,1,PC,0,PC
33074,12.2022,1,PC,0,PC
33074,1.2023,1,PC,0,PC
33074,2.2023,1,PC,0,PC
33074,3.2023,1,PC,0,PC
33074,4.2023,1,PC,0,PC
33074,5.2023,1,PC,0,PC
33074,6.2023,1,PC,0,PC
33074,7.2023,1,PC,0,PC
33074,8.2023,1,PC,0,PC
33074,9.2023,1,PC,0,PC
33074,10.2023,1,PC,0,PC
33163,1.2021,49,PC,8,PC
33163,2.2021,48,PC,1,PC
33163,3.2021,43,PC,5,PC
33163,4.2021,41,PC,2,PC
33163,5.2021,38,PC,3,PC
33163,6.2021,36,PC,2,PC
33163,7.2021,33,PC,3,PC
33163,8.2021,30,PC,3,PC
33163,9.2021,30,PC,0,PC
33163,10.2021,26,PC,4,PC
33163,11.2021,413,PC,4,PC
33163,12.2021,21,PC,392,PC
33163,1.2022,63,PC,298,PC
33163,2.2022,61,PC,2,PC
33163,3.2022,14,PC,97,PC
33163,4.2022,1,PC,248,PC
33163,5.2022,0,PC,1,PC
33163,6.2022,0,PC,0,PC
33163,7.2022,4,PC,492,PC
33163,8.2022,4,PC,415,PC
33163,9.2022,74,PC,1,PC
33163,10.2022,8,PC,66,PC
33163,11.2022,8,PC,0,PC
33163,12.2022,8,PC,0,PC
33163,1.2023,7,PC,1,PC
33163,2.2023,7,PC,0,PC
33163,3.2023,7,PC,0,PC
33163,4.2023,7,PC,0,PC
33163,5.2023,7,PC,0,PC
33163,6.2023,7,PC,0,PC
33163,7.2023,7,PC,0,PC
33163,8.2023,7,PC,0,PC
33163,9.2023,7,PC,0,PC
33163,10.2023,7,PC,0,PC
33171,1.2021,5,PC,0,PC
33171,2.2021,5,PC,0,PC
33171,3.2021,5,PC,0,PC
33171,4.2021,4,PC,1,PC
33171,5.2021,4,PC,0,PC
33171,6.2021,4,PC,0,PC
33171,7.2021,4,PC,0,PC
33171,8.2021,4,PC,0,PC
33171,9.2021,4,PC,0,PC
33171,10.2021,5,PC,-1,PC
33171,11.2021,4,PC,1,PC
33171,12.2021,4,PC,0,PC
33171,1.2022,4,PC,0,PC
33171,2.2022,4,PC,0,PC
33171,3.2022,4,PC,0,PC
33171,4.2022,4,PC,0,PC
33171,5.2022,4,PC,0,PC
33171,6.2022,4,PC,0,PC
33171,7.2022,4,PC,0,PC
33171,8.2022,4,PC,0,PC
33171,9.2022,4,PC,0,PC
33171,10.2022,4,PC,0,PC
33171,11.2022,4,PC,0,PC
33171,12.2022,4,PC,0,PC
33171,1.2023,4,PC,0,PC
33171,2.2023,4,PC,0,PC
33171,3.2023,4,PC,0,PC
33171,4.2023,4,PC,0,PC
33171,5.2023,4,PC,0,PC
33171,6.2023,4,PC,0,PC
33171,7.2023,4,PC,0,PC
33171,8.2023,4,PC,0,PC
33171,9.2023,4,PC,0,PC
33171,10.2023,4,PC,0,PC
33285,1.2021,82,PC,96,PC
33285,2.2021,41,PC,41,PC
33285,3.2021,135,PC,54,PC
33285,4.2021,233,PC,52,PC
33285,5.2021,190,PC,43,PC
33285,6.2021,154,PC,36,PC
33285,7.2021,162,PC,42,PC
33285,8.2021,97,PC,65,PC
33285,9.2021,95,PC,52,PC
33285,10.2021,73,PC,72,PC
33285,11.2021,45,PC,77,PC
33285,12.2021,128,PC,67,PC
33285,1.2022,141,PC,87,PC
33285,2.2022,86,PC,55,PC
33285,3.2022,39,PC,47,PC
33285,4.2022,33,PC,56,PC
33285,5.2022,14,PC,19,PC
33285,6.2022,9,PC,5,PC
33285,7.2022,15,PC,14,PC
33285,8.2022,14,PC,0,PC
33285,9.2022,5,PC,9,PC
33285,10.2022,9,PC,-4,PC
33285,11.2022,159,PC,0,PC
33285,12.2022,141,PC,68,PC
33285,1.2023,225,PC,66,PC
33285,2.2023,225,PC,50,PC
33285,3.2023,186,PC,39,PC
33285,4.2023,148,PC,38,PC
33285,5.2023,100,PC,48,PC
33285,6.2023,207,PC,43,PC
33285,7.2023,181,PC,26,PC
33285,8.2023,200,PC,31,PC
33285,9.2023,149,PC,51,PC
33285,10.2023,157,PC,42,PC
33309,1.2021,51,PC,91,PC
33309,2.2021,60,PC,23,PC
33309,3.2021,115,PC,41,PC
33309,4.2021,169,PC,41,PC
33309,5.2021,216,PC,75,PC
33309,6.2021,200,PC,74,PC
33309,7.2021,207,PC,88,PC
33309,8.2021,100,PC,141,PC
33309,9.2021,144,PC,97,PC
33309,10.2021,147,PC,85,PC
33309,11.2021,234,PC,82,PC
33309,12.2021,268,PC,94,PC
33309,1.2022,290,PC,98,PC
33309,2.2022,268,PC,22,PC
33309,3.2022,249,PC,40,PC
33309,4.2022,266,PC,55,PC
33309,5.2022,255,PC,43,PC
33309,6.2022,233,PC,54,PC
33309,7.2022,213,PC,62,PC
33309,8.2022,173,PC,66,PC
33309,9.2022,130,PC,59,PC
33309,10.2022,160,PC,50,PC
33309,11.2022,107,PC,67,PC
33309,12.2022,112,PC,68,PC
33309,1.2023,158,PC,34,PC
33309,2.2023,146,PC,20,PC
33309,3.2023,140,PC,14,PC
33309,4.2023,111,PC,29,PC
33309,5.2023,87,PC,24,PC
33309,6.2023,73,PC,14,PC
33309,7.2023,68,PC,13,PC
33309,8.2023,54,PC,22,PC
33309,9.2023,57,PC,13,PC
33309,10.2023,53,PC,12,PC
33317,1.2021,103,PC,1115,PC
33317,2.2021,121,PC,999,PC
33317,3.2021,83,PC,1336,PC
33317,4.2021,110,PC,757,PC
33317,5.2021,141,PC,105,PC
33317,6.2021,119,PC,1694,PC
33317,7.2021,128,PC,141,PC
33317,8.2021,93,PC,907,PC
33317,9.2021,56,PC,282,PC
33317,10.2021,138,PC,118,PC
33317,11.2021,206,PC,152,PC
33317,12.2021,190,PC,105,PC
33317,1.2022,200,PC,118,PC
33317,2.2022,132,PC,172,PC
33317,3.2022,164,PC,80,PC
33317,4.2022,88,PC,108,PC
33317,5.2022,63,PC,177,PC
33317,6.2022,198,PC,1004,PC
33317,7.2022,223,PC,1347,PC
33317,8.2022,259,PC,1623,PC
33317,9.2022,320,PC,208,PC
33317,10.2022,469,PC,139,PC
33317,11.2022,552,PC,180,PC
33317,12.2022,615,PC,169,PC
33317,1.2023,695,PC,134,PC
33317,2.2023,605,PC,90,PC
33317,3.2023,476,PC,129,PC
33317,4.2023,315,PC,161,PC
33317,5.2023,178,PC,139,PC
33317,6.2023,69,PC,127,PC
33317,7.2023,126,PC,117,PC
33317,8.2023,105,PC,149,PC
33317,9.2023,65,PC,199,PC
33317,10.2023,127,PC,425,PC
33325,1.2021,5,PC,2,PC
33325,2.2021,3,PC,2,PC
33325,3.2021,11,PC,0,PC
33325,4.2021,10,PC,1,PC
33325,5.2021,17,PC,1,PC
33325,6.2021,14,PC,3,PC
33325,7.2021,13,PC,1,PC
33325,8.2021,6,PC,7,PC
33325,9.2021,6,PC,0,PC
33325,10.2021,5,PC,1,PC
33325,11.2021,18,PC,3,PC
33325,12.2021,24,PC,2,PC
33325,1.2022,18,PC,6,PC
33325,2.2022,17,PC,1,PC
33325,3.2022,16,PC,1,PC
33325,4.2022,20,PC,4,PC
33325,5.2022,15,PC,5,PC
33325,6.2022,11,PC,4,PC
33325,7.2022,8,PC,3,PC
33325,8.2022,3,PC,5,PC
33325,9.2022,3,PC,8,PC
33325,10.2022,9,PC,2,PC
33325,11.2022,18,PC,6,PC
33325,12.2022,39,PC,2,PC
33325,1.2023,49,PC,6,PC
33325,2.2023,47,PC,2,PC
33325,3.2023,45,PC,2,PC
33325,4.2023,43,PC,2,PC
33325,5.2023,40,PC,4,PC
33325,6.2023,39,PC,1,PC
33325,7.2023,36,PC,3,PC
33325,8.2023,32,PC,4,PC
33325,9.2023,26,PC,6,PC
33325,10.2023,21,PC,13,PC
33333,1.2021,0,PC,1,PC
33333,2.2021,0,PC,0,PC
33333,3.2021,0,PC,0,PC
33333,4.2021,0,PC,0,PC
33333,5.2021,0,PC,0,PC
33333,6.2021,0,PC,0,PC
33333,7.2021,0,PC,0,PC
33333,8.2021,0,PC,0,PC
33333,9.2021,0,PC,0,PC
33333,10.2021,0,PC,0,PC
33333,11.2021,0,PC,0,PC
33333,12.2021,0,PC,0,PC
33333,1.2022,0,PC,0,PC
33333,2.2022,0,PC,0,PC
33333,3.2022,0,PC,0,PC
33333,4.2022,0,PC,0,PC
33333,5.2022,0,PC,0,PC
33333,6.2022,0,PC,0,PC
33333,7.2022,0,PC,0,PC
33333,8.2022,0,PC,0,PC
33333,9.2022,0,PC,0,PC
33333,10.2022,0,PC,0,PC
33333,11.2022,0,PC,0,PC
33333,12.2022,0,PC,0,PC
33333,1.2023,0,PC,0,PC
33333,2.2023,0,PC,0,PC
33333,3.2023,0,PC,0,PC
33333,4.2023,0,PC,0,PC
33333,5.2023,0,PC,0,PC
33333,6.2023,0,PC,0,PC
33333,7.2023,0,PC,0,PC
33333,8.2023,0,PC,0,PC
33333,9.2023,0,PC,0,PC
33333,10.2023,0,PC,0,PC
33341,1.2021,159,PC,363,PC
33341,2.2021,122,PC,147,PC
33341,3.2021,25,PC,206,PC
33341,4.2021,78,PC,224,PC
33341,5.2021,76,PC,353,PC
33341,6.2021,41,PC,370,PC
33341,7.2021,60,PC,352,PC
33341,8.2021,43,PC,299,PC
33341,9.2021,99,PC,186,PC
33341,10.2021,507,PC,450,PC
33341,11.2021,626,PC,552,PC
33341,12.2021,420,PC,465,PC
33341,1.2022,549,PC,438,PC
33341,2.2022,687,PC,505,PC
33341,3.2022,609,PC,334,PC
33341,4.2022,309,PC,410,PC
33341,5.2022,198,PC,390,PC
33341,6.2022,227,PC,457,PC
33341,7.2022,191,PC,452,PC
33341,8.2022,256,PC,442,PC
33341,9.2022,345,PC,534,PC
33341,10.2022,224,PC,768,PC
33341,11.2022,285,PC,659,PC
33341,12.2022,52,PC,671,PC
33341,1.2023,315,PC,396,PC
33341,2.2023,691,PC,239,PC
33341,3.2023,700,PC,290,PC
33341,4.2023,564,PC,254,PC
33341,5.2023,408,PC,265,PC
33341,6.2023,204,PC,264,PC
33341,7.2023,186,PC,275,PC
33341,8.2023,222,PC,283,PC
33341,9.2023,218,PC,366,PC
33341,10.2023,197,PC,361,PC
